,Name,Sex,Event,Age,Best3SquatKg,Best3BenchKg,Best3DeadliftKg,AgeClass,Federation,Date,MeetCountry,MeetState,MeetName
1099834,Cassie Kratt,F,SBD,16.5,162.5,77.5,162.5,16-17,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099835,Elena Marquez,F,SBD,15.5,140.0,67.5,130.0,,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099836,Kendra Trewyn,F,SBD,15.5,122.5,52.5,125.0,,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099837,Megan Wesolek,F,SBD,15.5,112.5,65.0,112.5,,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099838,Anita Lozano,F,SBD,15.5,110.0,52.5,110.0,,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099839,Kailey Bilka,F,SBD,16.5,85.0,32.5,105.0,16-17,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099840,Geri Fredrickson,F,SBD,15.5,162.5,72.5,142.5,,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099841,Cloe Winters,F,SBD,16.5,140.0,60.0,147.5,16-17,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099842,Cassandra Bitsko,F,SBD,16.5,125.0,65.0,137.5,16-17,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099843,Elizabeth Lubeck,F,SBD,15.5,112.5,47.5,130.0,,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099844,Makenzie Exner,F,SBD,14.5,115.0,40.0,115.0,13-15,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099845,Alma Gonzalez,F,SBD,15.5,102.5,47.5,102.5,,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099846,Anahi De Jesus,F,SBD,15.5,122.5,70.0,140.0,,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099847,Bethany Skroch,F,SBD,15.5,172.5,77.5,127.5,,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099848,Trinity Murphy,F,SBD,14.5,130.0,67.5,167.5,13-15,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099849,Eden Mokler,F,SBD,16.5,135.0,45.0,132.5,16-17,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099850,Shaye Winker,F,SBD,16.5,120.0,67.5,112.5,16-17,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099851,Cienna Haller,F,SBD,15.5,142.5,75.0,142.5,,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099852,Erin Whipple,F,SBD,15.5,137.5,52.5,137.5,,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099853,Audrey Williams,F,SBD,16.5,135.0,55.0,135.0,16-17,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099854,Abigail Momberg,F,SBD,16.5,117.5,62.5,135.0,16-17,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099855,Jamie Regnier,F,SBD,15.5,130.0,52.5,127.5,,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099856,Amanda Reilly,F,SBD,14.5,112.5,57.5,120.0,13-15,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099857,Kaileigh Nickel,F,SBD,16.5,102.5,52.5,127.5,16-17,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099858,Amber Deitz,F,SBD,16.5,110.0,42.5,115.0,16-17,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099859,Johanna Moter,F,SBD,15.5,92.5,47.5,115.0,,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099860,Nevaeh A. Scow,F,SBD,15.5,100.0,47.5,100.0,,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099861,Ally Mcdonald,F,SBD,15.5,85.0,37.5,110.0,,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099862,Kennedy Ketzer,F,SBD,16.5,140.0,85.0,135.0,16-17,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099863,Madelynn Mcfarland,F,SBD,15.5,155.0,57.5,137.5,,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099864,Virginia McMillan,F,SBD,15.5,137.5,65.0,140.0,,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099865,Stella Lobacz,F,SBD,14.5,142.5,45.0,150.0,13-15,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099866,Isabella Mullally,F,SBD,14.5,132.5,67.5,125.0,13-15,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099867,Grace Albarez,F,SBD,17.5,132.5,67.5,115.0,,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099868,Zyanna Price,F,SBD,16.5,125.0,60.0,125.0,16-17,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099869,Kailyn Barnett,F,SBD,15.5,125.0,52.5,117.5,,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099870,Blayna Parfait,F,SBD,17.5,125.0,52.5,110.0,,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099871,Tianne Trujillo,F,SBD,17.5,95.0,40.0,100.0,,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099872,Apryl Moran,F,SBD,17.5,,,,,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099873,Mya Brown,F,SBD,18.5,127.5,52.5,125.0,18-19,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099874,Lauren Kunkel,F,SBD,17.5,120.0,60.0,105.0,,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099875,Taylor Munro,F,SBD,16.5,102.5,55.0,117.5,16-17,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099876,Laurel Shaw,F,SBD,16.5,85.0,45.0,120.0,16-17,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099877,Emilyn Christian,F,SBD,16.5,82.5,37.5,115.0,16-17,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099878,Elizabeth DeMunck,F,SBD,18.5,102.5,47.5,132.5,18-19,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099879,Kylie Klaas,F,SBD,17.5,95.0,55.0,125.0,,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099880,Kayleigh Tokash,F,SBD,18.5,95.0,47.5,120.0,18-19,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099881,Noelle Marinez,F,SBD,17.5,110.0,50.0,132.5,,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099882,Shyla Dake,F,SBD,16.5,92.5,57.5,127.5,16-17,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099883,Jaime Hernandez,F,SBD,16.5,105.0,52.5,117.5,16-17,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099884,Natalie Richardson,F,SBD,17.5,145.0,85.0,170.0,,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099885,Morgan Gilliam,F,SBD,16.5,132.5,60.0,162.5,16-17,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099886,Miranda Koehnke,F,SBD,15.5,122.5,62.5,137.5,,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099887,Abbi Stafslien-Dumale,F,SBD,16.5,162.5,75.0,170.0,16-17,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099888,Sydney Krueger,F,SBD,14.5,130.0,60.0,142.5,13-15,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099889,Faith Brooks,F,SBD,16.5,125.0,50.0,127.5,16-17,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099890,Abigail Mcnitt,F,SBD,17.5,107.5,52.5,130.0,,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099891,Miranda Rueter,F,SBD,16.5,145.0,87.5,152.5,16-17,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099892,Caitlyn Wilson,F,SBD,17.5,135.0,75.0,150.0,,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099893,Sierra Keyes,F,SBD,17.5,130.0,72.5,142.5,,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099894,Camille Ciesznski,F,SBD,16.5,92.5,50.0,110.0,16-17,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099895,Liliana Martinez,F,SBD,16.5,90.0,45.0,110.0,16-17,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099896,Lexxie Barr,F,SBD,17.5,147.5,62.5,160.0,,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099897,Hannah Slater,F,SBD,16.5,115.0,55.0,132.5,16-17,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099898,Lauren Barbarich,F,SBD,17.5,105.0,52.5,140.0,,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099899,Hannah White,F,SBD,17.5,100.0,55.0,132.5,,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099900,Raquel Emery,F,SBD,16.5,105.0,45.0,122.5,16-17,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099901,Nadine Alberg,F,SBD,16.5,90.0,50.0,117.5,16-17,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099902,Mikayla Mellendorf,F,SBD,18.5,87.5,47.5,117.5,18-19,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099903,Emma Wothe,F,SBD,17.5,142.5,67.5,165.0,,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099904,Jessica Blandino,F,SBD,17.5,110.0,52.5,132.5,,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099905,Cassidy Wienke,F,SBD,17.5,107.5,55.0,127.5,,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099906,Elia Leary,F,SBD,17.5,97.5,45.0,122.5,,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099907,Kassidy Kolodzik,F,SBD,17.5,60.0,40.0,75.0,,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099908,Grace King,F,SBD,16.5,75.0,55.0,107.5,16-17,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099909,Mari Stafslien-Dumale,F,SBD,14.5,80.0,45.0,117.5,13-15,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099910,Karina Frisbie,F,SBD,15.5,70.0,40.0,112.5,,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099911,Kaylie Ball,F,SBD,15.5,92.5,47.5,107.5,,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099912,Naomi Kutin,F,SBD,15.0,135.0,55.0,157.5,13-15,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099913,Elly Bjork,F,SBD,15.5,72.5,45.0,117.5,,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099914,Olivia Fratianni,F,SBD,16.5,87.5,42.5,112.5,16-17,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099915,Jenna Hayre,F,SBD,15.5,145.0,65.0,145.0,,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099916,Hailee Markey,F,SBD,16.5,117.5,67.5,165.0,16-17,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099917,Kassidy Snell,F,SBD,15.5,107.5,57.5,105.0,,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099918,Alana Feser,F,SBD,15.5,82.5,47.5,125.0,,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099919,Arla Davis,F,SBD,15.5,80.0,47.5,115.0,,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099920,Tabatha Bartlett,F,SBD,14.5,65.0,47.5,75.0,13-15,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099921,Mackenzie Edgar,F,SBD,15.5,97.5,40.0,117.5,,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099922,Delaney Ortiz,F,SBD,16.5,112.5,50.0,112.5,16-17,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099923,Alannah Daniels,F,SBD,17.5,115.0,57.5,102.5,,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099924,Emily Salm,F,SBD,17.5,100.0,52.5,112.5,,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099925,Noelle Ladwig,F,SBD,16.5,100.0,45.0,105.0,16-17,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099926,Breanna Tullos,F,SBD,17.5,92.5,55.0,92.5,,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099927,Stephanie Lavoy,F,SBD,17.5,155.0,72.5,165.0,,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099928,Mikaela Leibfried,F,SBD,17.5,155.0,87.5,147.5,,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099929,Annika Angelo,F,SBD,16.5,137.5,85.0,142.5,16-17,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099930,Mackenzie Nguyen,F,SBD,16.5,115.0,45.0,125.0,16-17,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099931,Cara Scott,F,SBD,15.5,117.5,47.5,112.5,,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099932,Makayla Jones,F,SBD,15.5,107.5,60.0,102.5,,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099933,Taylor LaChapelle,F,SBD,17.5,187.5,105.0,172.5,,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099934,Kennedy Madison,F,SBD,16.5,147.5,67.5,147.5,16-17,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099935,Kenzie Svoboda,F,SBD,16.5,130.0,77.5,147.5,16-17,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099936,Gina Catalanotto,F,SBD,18.5,142.5,77.5,130.0,18-19,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099937,Chelsea Baudoin,F,SBD,17.5,130.0,72.5,127.5,,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099938,Rhiannon Mach,F,SBD,18.5,145.0,60.0,125.0,18-19,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099939,Taylor Wyngaard,F,SBD,15.5,130.0,67.5,125.0,,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099940,Haley Chojnacki,F,SBD,17.5,125.0,65.0,120.0,,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099941,Kendra Bartels,F,SBD,17.5,122.5,55.0,120.0,,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099942,Jane Krueger,F,SBD,17.5,157.5,70.0,177.5,,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099943,Kelsey Johnson,F,SBD,17.5,155.0,75.0,157.5,,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099944,Allison Duhon,F,SBD,17.5,147.5,72.5,157.5,,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099945,Courtney Corrente,F,SBD,16.5,150.0,55.0,160.0,16-17,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099946,Gabrielle Slater,F,SBD,18.5,150.0,70.0,145.0,18-19,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099947,Breasia Sylvain,F,SBD,16.5,155.0,60.0,145.0,16-17,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099948,Jessica Larson,F,SBD,18.5,140.0,80.0,140.0,18-19,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099949,Lauren Christy,F,SBD,18.5,140.0,75.0,130.0,18-19,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099950,Grace Tollar,F,SBD,16.5,122.5,75.0,145.0,16-17,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099951,Kelly Huerta,F,SBD,17.5,130.0,72.5,140.0,,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099952,Katrina Dunbar,F,SBD,16.5,127.5,67.5,130.0,16-17,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099953,Marina Behl,F,SBD,17.5,125.0,47.5,142.5,,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099954,Maddie Graham,F,SBD,17.5,160.0,,,,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099955,Camryn Ochs,F,SBD,17.5,167.5,92.5,157.5,,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099956,Abigail Saunders,F,SBD,16.5,167.5,62.5,172.5,16-17,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099957,Caitlyn Whipple,F,SBD,16.5,172.5,65.0,165.0,16-17,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099958,Dallas Cavegn,F,SBD,16.5,165.0,97.5,140.0,16-17,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099959,Rhonda Peronto,F,SBD,17.5,165.0,75.0,145.0,,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099960,Edy Garza,F,SBD,17.5,155.0,70.0,145.0,,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099961,Sophia Becerra,F,SBD,16.5,150.0,60.0,137.5,16-17,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099962,Shelby Vacula,F,SBD,17.5,,72.5,147.5,,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099963,Nina Duffeck,F,SBD,17.5,,85.0,170.0,,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099964,Tessa Wertjes,F,SBD,17.5,205.0,90.0,180.0,,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099965,Hunter Gibson,F,SBD,17.5,190.0,97.5,172.5,,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099966,Taylor Holliday,F,SBD,18.5,185.0,85.0,147.5,18-19,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099967,Danielle Eaglin,F,SBD,15.5,147.5,77.5,137.5,,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099968,Mary Grace Heying,F,SBD,17.5,122.5,87.5,135.0,,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099969,Allison Smith,F,SBD,17.5,132.5,72.5,135.0,,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099970,Carolyn Luquette,F,SBD,18.5,120.0,77.5,127.5,18-19,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099971,Lilliana Poisso,F,SBD,18.5,290.0,130.0,205.0,18-19,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099972,Carlie Walker,F,SBD,17.5,205.0,160.0,187.5,,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099973,Kristen Opiela,F,SBD,16.5,227.5,95.0,207.5,16-17,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099974,Destiny Brownfield,F,SBD,18.5,210.0,85.0,215.0,18-19,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099975,Miranda Adams,F,SBD,17.5,190.0,90.0,147.5,,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099976,Caitlyn Wilson,F,SBD,17.5,160.0,92.5,150.0,,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099977,Lainey Trahan,F,SBD,15.5,147.5,95.0,152.5,,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099978,Jordanne Panton,F,SBD,17.5,187.5,92.5,220.0,,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099979,Alexandra Chavez,F,SBD,17.5,192.5,87.5,170.0,,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099980,Emma Ramsey,F,SBD,18.5,155.0,92.5,170.0,18-19,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099981,Asia McGee,F,SBD,17.5,157.5,80.0,125.0,,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099982,Melanie Hess,F,SBD,17.5,147.5,62.5,135.0,,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099983,Lauren Hodal,F,SBD,17.5,140.0,62.5,130.0,,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099984,Brittany Williams,F,SBD,17.5,200.0,95.0,185.0,,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099985,Sophia Dionne,F,SBD,18.5,177.5,97.5,165.0,18-19,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099986,Ashley Ristic,F,SBD,16.5,175.0,92.5,162.5,16-17,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099987,Alexis Estringel,F,SBD,16.5,160.0,85.0,147.5,16-17,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099988,Heidi Colvin,F,SBD,17.5,167.5,70.0,152.5,,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099989,Miah Nielsen,F,SBD,17.5,147.5,70.0,165.0,,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099990,Madelyn Woychik,F,SBD,16.5,135.0,90.0,155.0,16-17,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099991,Alexea Engel,F,SBD,17.5,160.0,72.5,142.5,,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099992,Samantha Kristian,F,SBD,16.5,150.0,65.0,137.5,16-17,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099993,Suzy Luthi,F,SBD,17.5,142.5,82.5,127.5,,USAPL,2017,USA,,High School Raw & Equipped Nationals
1099994,Emily Nickolai,F,SBD,17.5,137.5,70.0,137.5,,USAPL,2017,USA,,High School Raw & Equipped Nationals
1100266,Mikaela Gilmore,F,SBD,13.5,32.5,20.0,40.0,13-15,USAPL,2017,USA,CA,Youth Nationals
1100267,BrieAnne Dollick,F,SBD,9.5,15.0,14.0,25.0,5-12,USAPL,2017,USA,CA,Youth Nationals
1100268,Lela Payne,F,SBD,8.5,42.5,20.0,55.0,5-12,USAPL,2017,USA,CA,Youth Nationals
1100269,Grace Diaz,F,SBD,9.5,35.0,17.5,62.5,5-12,USAPL,2017,USA,CA,Youth Nationals
1100270,Toni Apodaca,F,SBD,13.5,20.0,20.0,35.0,13-15,USAPL,2017,USA,CA,Youth Nationals
1100271,Shelby Stricklin,F,SBD,10.5,65.0,32.5,75.0,5-12,USAPL,2017,USA,CA,Youth Nationals
1100272,Caralee Suchomel,F,SBD,13.5,62.5,42.5,87.5,13-15,USAPL,2017,USA,CA,Youth Nationals
1100273,Elliot Leatherberry,F,SBD,16.5,57.5,38.0,72.5,16-17,USAPL,2017,USA,CA,Youth Nationals
1100274,Alayna Easterly,F,SBD,13.5,97.5,65.0,122.5,13-15,USAPL,2017,USA,CA,Youth Nationals
1100275,Angelina Battige,F,SBD,12.5,78.0,40.0,90.5,,USAPL,2017,USA,CA,Youth Nationals
1100276,Marieke Jeffrey,F,SBD,12.5,55.0,26.0,70.0,,USAPL,2017,USA,CA,Youth Nationals
1100277,Claudia Salado,F,SBD,13.5,65.0,33.5,72.5,13-15,USAPL,2017,USA,CA,Youth Nationals
1100278,Jamie Seitz,F,SBD,13.5,57.5,25.0,72.5,13-15,USAPL,2017,USA,CA,Youth Nationals
1100279,Katy Griffin,F,SBD,12.5,92.5,52.5,110.0,,USAPL,2017,USA,CA,Youth Nationals
1104081,Suzanne de Trafford,F,SBD,20.5,112.5,67.5,137.5,20-23,USAPL,2017,USA,NV,Nevada State Championship
1104082,Audelia Hernandez,F,SBD,56.5,102.5,45.0,110.0,55-59,USAPL,2017,USA,NV,Nevada State Championship
1104083,Janet Jacobsen,F,SBD,58.5,95.0,57.5,120.0,55-59,USAPL,2017,USA,NV,Nevada State Championship
1104084,Mariah Gutteter,F,SBD,26.5,97.5,55.0,112.5,24-34,USAPL,2017,USA,NV,Nevada State Championship
1104085,Sarah Hand,F,SBD,27.5,122.5,67.5,162.5,24-34,USAPL,2017,USA,NV,Nevada State Championship
1104086,Amanda PeQueen,F,SBD,29.5,82.5,55.0,130.0,24-34,USAPL,2017,USA,NV,Nevada State Championship
1104087,Vern Hernandez,F,SBD,37.5,80.0,65.0,112.5,35-39,USAPL,2017,USA,NV,Nevada State Championship
1104088,Rose Chao,F,SBD,33.5,95.0,47.5,100.0,24-34,USAPL,2017,USA,NV,Nevada State Championship
1104089,Samantha Gough,F,SBD,31.0,137.5,65.0,147.5,24-34,USAPL,2017,USA,NV,Nevada State Championship
1104090,Chelsea Heath,F,SBD,30.5,117.5,72.5,140.0,24-34,USAPL,2017,USA,NV,Nevada State Championship
1104091,Kira Hardy,F,SBD,18.5,140.0,70.0,160.0,18-19,USAPL,2017,USA,NV,Nevada State Championship
1105977,Jeanine Rashed,F,SBD,20.5,57.5,37.5,80.0,20-23,USAPL,2017,USA,NY,Spring Forward Championship
1105978,Rachel Hartnett,F,SBD,21.5,102.5,70.0,127.5,20-23,USAPL,2017,USA,NY,Spring Forward Championship
1105979,Morgan Kube,F,SBD,23.5,130.0,55.0,142.5,,USAPL,2017,USA,NY,Spring Forward Championship
1105980,Winnie Abramson,F,SBD,46.5,102.5,52.5,127.5,45-49,USAPL,2017,USA,NY,Spring Forward Championship
1105981,Rachel Hartnett,F,SBD,21.5,102.5,70.0,127.5,20-23,USAPL,2017,USA,NY,Spring Forward Championship
1105982,Syndi Acampora,F,SBD,37.5,92.5,62.5,127.5,35-39,USAPL,2017,USA,NY,Spring Forward Championship
1105983,Emilia Sainato,F,SBD,23.5,162.5,82.5,167.5,,USAPL,2017,USA,NY,Spring Forward Championship
1105984,Morgan Kube,F,SBD,23.5,130.0,55.0,142.5,,USAPL,2017,USA,NY,Spring Forward Championship
1105985,Olivia Hicks,F,SBD,23.5,125.0,52.5,142.5,,USAPL,2017,USA,NY,Spring Forward Championship
1105986,Lia Langeveld,F,SBD,35.5,97.5,75.0,125.0,35-39,USAPL,2017,USA,NY,Spring Forward Championship
1105987,Jasmine Nautel,F,SBD,14.5,77.5,40.0,95.0,13-15,USAPL,2017,USA,NY,Spring Forward Championship
1105988,Jessie Hoffman,F,SBD,19.5,95.0,60.0,110.0,,USAPL,2017,USA,NY,Spring Forward Championship
1105989,Lynn Nguyen,F,SBD,19.5,97.5,50.0,100.0,,USAPL,2017,USA,NY,Spring Forward Championship
1105993,Bianca Collins,F,SBD,43.5,100.0,50.0,115.0,40-44,USAPL,2017,USA,NY,SBWC Spring Classic
1105994,Andrea Davis,F,SBD,30.5,67.5,40.0,100.0,24-34,USAPL,2017,USA,NY,SBWC Spring Classic
1105995,Tessia De Mattos,F,SBD,24.0,122.5,65.0,135.0,24-34,USAPL,2017,USA,NY,SBWC Spring Classic
1105996,Tressa Rhodes,F,SBD,21.5,122.5,55.0,120.0,20-23,USAPL,2017,USA,NY,SBWC Spring Classic
1105997,Luisa Coutinho,F,SBD,22.5,142.5,70.0,145.0,20-23,USAPL,2017,USA,NY,SBWC Spring Classic
